a,b,m,n,vp,i,K,resist,zpos,spacing,app,eca,appdiffa,ecadiffa,appdiff,ecadiff,irecip,name,time
4,7,5,6,44.373,38.215,1.883721200271019,1.1611409132539576,-2.375,1,2.1857184329056314,457.5154717758539,-2.041452214136282,220.95061942011108,-48.293584162845384,93.39959728584225,9,ND2,2024-11-13
1,10,4,7,18.122,41.785,5.5470082820877025,0.43369630250089747,-2.3749999999999996,3,2.405470272021927,415.71912637251023,-1.0937821263870546,129.9437989183735,-31.25759453317425,45.47061500234928,12,ND2,2024-11-13
3,9,5,7,15.543,25.9,3.74626054952539,0.6001158301158301,-2.3000000000000003,2,2.257737233677953,442.9213395975917,-1.662339776985716,187.82431030971557,-42.405793877612666,73.62857608888753,13,ND2,2024-11-13
5,8,6,7,46.0,35.505,1.883285077845799,1.2955921701168849,-2.2249999999999996,1,2.433667792489368,410.9024259950914,-2.886474544792054,222.93753020792394,-54.255588700415004,118.60593930281323,14,ND2,2024-11-13
2,11,5,8,13.763,28.327,5.506705589363202,0.48586154552194016,-2.225,3,2.6720180917924403,374.248963011018,-1.2740974830860545,120.83519926670826,-32.287383856598915,47.682966181990395,17,ND2,2024-11-13
4,10,6,8,24.518,36.92,3.737150449844826,0.6640845070422535,-2.15,2,2.4796459388837637,403.28338184045725,-2.1096406966126433,185.38459289461633,-45.96881529027552,85.07830345982049,18,ND2,2024-11-13
6,9,7,8,37.715,28.599,1.882616083862525,1.3187524039302074,-2.0749999999999997,1,2.4784147498627984,403.48371879862265,-3.7954302870373686,244.09183166745942,-60.49607959256586,153.1394326654761,19,ND2,2024-11-13
3,12,6,9,14.774,28.283,5.443253015796695,0.5223632570802248,-2.0749999999999997,3,2.8055632554261916,356.4346653264428,-1.660790329697047,132.53837477505172,-37.18447942027907,59.196324534295975,23,ND2,2024-11-13
5,11,7,9,15.146,19.903,3.72263957071142,0.7609908054062202,-2.0,2,2.8284320705712678,353.5527723662201,-2.486503546827761,165.40373877748019,-46.78332393506174,87.91102224793944,24,ND2,2024-11-13
7,10,8,9,48.111,28.68,1.8815348960355187,1.677510460251046,-1.925,1,3.141850155681603,318.2837979053959,-4.328027526641087,184.41279726418335,-57.93973757941545,137.75410386184222,25,ND2,2024-11-13
2,14,6,10,15.124,37.986,6.652784442896036,0.3981466856210183,-1.9999999999999998,4,2.6509898710355277,377.21758612732106,-1.8228186541802196,153.69438562294198,-40.74422595214477,68.75992526777145,28,ND2,2024-11-13
4,13,7,10,14.764,24.116,5.33717763171659,0.6122076629623486,-1.9249999999999998,3,3.2696873869970076,305.8396359165193,-1.8598661242972168,110.89089470576766,-36.25785597522617,56.882077830852865,30,ND2,2024-11-13
6,12,8,10,15.426,18.825,3.6980055213917984,0.8194422310756972,-1.85,2,3.0206804647547885,331.05123553052726,-3.2805391681833496,172.3517998256145,-52.06197147985615,108.60265448333861,31,ND2,2024-11-13
8,11,9,10,22.013,13.568,1.8796664873194247,1.6224204009433965,-1.7750000000000001,1,3.036365055020473,329.3411634897298,-5.750312716936266,215.53250611622673,-65.4435369792297,189.38146806255793,32,ND2,2024-11-13
3,15,7,11,15.591,31.679,6.148619559249876,0.49215568673253574,-1.8499999999999999,4,3.0182457802892566,331.3182798201954,-1.7393334705932668,121.12735135284481,-36.559211709833804,57.62729735106517,35,ND2,2024-11-13
5,14,8,11,15.016,23.357,5.1456240914694025,0.642890782206619,-1.775,3,3.2988844781016495,303.13277310500195,-2.2303679002813452,122.27649605937981,-40.337603488694555,67.60976066566647,37,ND2,2024-11-13
7,13,9,11,11.62,7.987,3.6525091059037025,1.4548641542506573,-1.7000000000000002,2,5.368951984255059,186.25608925775293,-1.4998290208743494,40.66984924613678,-21.835446780940025,27.935228798334087,38,ND2,2024-11-13
9,12,10,11,30.161,10.442,1.8761361487197266,2.8884313349932964,-1.625,1,5.407866681980488,184.91580114800027,-4.194750394107789,80.77752383502425,-43.68340798003124,77.56756297423318,39,ND2,2024-11-13
4,16,8,12,15.666,24.524,5.199877495596897,0.6388028054151036,-1.7,4,3.3158519106548985,301.5816227457802,-1.283404405943008,84.1551669965809,-27.904607127709486,38.70511833833764,42,ND2,2024-11-13
6,15,9,12,15.855,18.741,4.763257097143395,0.8460060829198015,-1.625,3,4.0467361537533835,247.11272541761616,-1.769054964618629,75.16707268586444,-30.41813106096961,43.715599372047386,44,ND2,2024-11-13
8,14,10,12,15.12,11.215,3.558118421144393,1.3481943825234062,-1.55,2,4.896649085752337,204.22129143574455,-2.4757018739483456,68.57934960928,-33.580900956577075,50.5591033907624,45,ND2,2024-11-13
10,13,11,12,65.031,9.793,1.8685752249224108,6.6405595833758815,-1.475,1,12.5007412680577,79.99525616574694,1.8078480315954284,-13.524802239965581,16.90700535034569,-14.461926639621774,46,ND2,2024-11-13
7,16,10,13,15.4,13.54,3.899908121697674,1.137370753323486,-1.475,3,4.528089096691616,220.8437110326817,-0.8340151945911574,34.349762821769446,-15.55387865071972,18.41870106311554,50,ND2,2024-11-13
9,15,11,13,16.171,6.94,3.3263922214480157,2.330115273775216,-1.4000000000000001,2,7.833865613348921,127.6509005076623,0.10737978887997102,-1.7740441202185195,1.3897623229943783,-1.3707126746850882,51,ND2,2024-11-13
10,16,12,14,15.653,7.661,2.59993874779845,2.0432058478005484,-1.25,2,5.296479383958307,188.80466202299334,-1.3864404977071416,39.16946996517828,-20.746029015114082,26.176642958458757,56,ND2,2024-11-13
1,4,2,3,128.897,20.413,1.8843772118804263,6.314456473815705,-2.825,1,11.877252514165443,84.19455583750087,0.0,0.0,0.0,0.0,1,ND3,2023-03-08
2,5,3,4,104.902,18.197,1.88422622179055,5.764796395010166,-2.675,1,11.102017750821707,90.07371654814601,0.0,0.0,0.0,0.0,3,ND3,2023-03-08
1,7,3,5,48.951,17.741,3.7564016479116678,2.7592018488247563,-2.6,2,10.381913590717417,96.32135648808625,0.0,0.0,0.0,0.0,5,ND3,2023-03-08
3,6,4,5,101.597,16.482,1.8840176612835497,6.164118432229098,-2.5249999999999995,1,11.826820356563605,84.55357990155179,0.0,0.0,0.0,0.0,6,ND3,2023-03-08
2,8,4,6,49.157,15.585,3.7522722974394527,3.154122553737568,-2.4499999999999997,2,11.536207931420986,86.68359706626958,0.0,0.0,0.0,0.0,8,ND3,2023-03-08
4,7,5,6,113.511,15.365,1.883721200271019,7.3876342336479,-2.375,1,13.537322350162635,73.8698521120749,0.0,0.0,0.0,0.0,9,ND3,2023-03-08
1,10,4,7,34.167,19.937,5.5470082820877025,1.7137483071675779,-2.3749999999999996,3,9.459274671802627,105.71635085097205,0.0,0.0,0.0,0.0,12,ND3,2023-03-08
3,9,5,7,43.524,13.605,3.74626054952539,3.1991179713340685,-2.3000000000000003,2,11.770791478612963,84.95605429906377,0.0,0.0,0.0,0.0,13,ND3,2023-03-08
5,8,6,7,111.009,14.04,1.883285077845799,7.906623931623932,-2.2249999999999996,1,14.418264068238193,69.35647698413896,0.0,0.0,0.0,0.0,14,ND3,2023-03-08
2,11,5,8,34.069,18.519,5.506705589363202,1.8396781683676227,-2.225,3,10.048424303496343,99.51809057784817,0.0,0.0,0.0,0.0,17,ND3,2023-03-08
4,10,6,8,56.573,17.442,3.737150449844826,3.2434927187249167,-2.15,2,11.799410574061696,84.74999608864117,0.0,0.0,0.0,0.0,18,ND3,2023-03-08
1,13,5,9,21.244,16.422,6.940741393216954,1.2936304956765314,-2.1500000000000004,4,8.951634678214553,111.71143997125839,0.0,0.0,0.0,0.0,21,ND3,2023-03-08
3,12,6,9,29.786,15.369,5.443253015796695,1.9380571279849048,-2.0749999999999997,3,10.459556061753153,95.60635213349461,0.0,0.0,0.0,0.0,22,ND3,2023-03-08
5,11,7,9,54.533,16.161,3.72263957071142,3.374358022399604,-2.0,2,12.32215039127011,81.15466604826308,0.0,0.0,0.0,0.0,23,ND3,2023-03-08
7,10,8,9,120.989,15.285,1.8815348960355187,7.915538109257442,-1.925,1,14.363057946850004,69.62305685185322,0.0,0.0,0.0,0.0,24,ND3,2023-03-08
2,14,6,10,20.382,15.614,6.652784442896036,1.3053669783527604,-1.9999999999999998,4,8.649823210271336,115.60929925279144,0.0,0.0,0.0,0.0,27,ND3,2023-03-08
4,13,7,10,27.736,14.656,5.33717763171659,1.892467248908297,-1.9249999999999998,3,10.018123358489522,99.8190942770318,0.0,0.0,0.0,0.0,29,ND3,2023-03-08
6,12,8,10,46.121,13.808,3.6980055213917984,3.340165121668598,-1.85,2,12.21512693063894,81.86570681404231,0.0,0.0,0.0,0.0,30,ND3,2023-03-08
8,11,9,10,107.83,13.851,1.8796664873194247,7.7849974731066345,-1.7750000000000001,1,13.95337547444631,71.66724652621602,0.0,0.0,0.0,0.0,31,ND3,2023-03-08
3,15,7,11,19.183,13.846,6.148619559249876,1.3854542828253646,-1.8499999999999999,4,8.499846029642562,117.64918993974439,0.0,0.0,0.0,0.0,34,ND3,2023-03-08
5,14,8,11,27.316,13.964,5.1456240914694025,1.9561730163276996,-1.775,3,9.99595960060126,100.04042032541325,0.0,0.0,0.0,0.0,36,ND3,2023-03-08
7,13,9,11,43.759,13.218,3.6525091059037025,3.310561355727039,-1.7000000000000002,2,11.98638042787055,83.42802116265351,0.0,0.0,0.0,0.0,37,ND3,2023-03-08
9,12,10,11,86.844,11.624,1.8761361487197266,7.47109428768066,-1.625,1,13.218888006582489,75.64932840811112,0.0,0.0,0.0,0.0,38,ND3,2023-03-08
4,16,8,12,16.917,11.748,5.199877495596897,1.4399897854954038,-1.7,4,7.8953676930240135,126.65654582288224,0.0,0.0,0.0,0.0,41,ND3,2023-03-08
6,15,9,12,26.524,12.502,4.763257097143395,2.121580547112462,-1.625,3,10.04271022967257,99.57471410908205,0.0,0.0,0.0,0.0,43,ND3,2023-03-08
8,14,10,12,43.079,12.591,3.558118421144393,3.4214121197680885,-1.55,2,12.09287915067704,82.69329309753445,0.0,0.0,0.0,0.0,44,ND3,2023-03-08
10,13,11,12,109.305,14.466,1.8685752249224108,7.555993363749482,-1.475,1,13.594594812305681,73.55864693332461,0.0,0.0,0.0,0.0,45,ND3,2023-03-08
7,16,10,13,16.313,7.709,3.899908121697674,2.1160980671941885,-1.475,3,8.439844139829987,118.4856003774667,0.0,0.0,0.0,0.0,50,ND3,2023-03-08
9,15,11,13,41.228,11.036,3.3263922214480157,3.7357738310982245,-1.4000000000000001,2,12.343835513814621,81.01209700022724,0.0,0.0,0.0,0.0,51,ND3,2023-03-08
11,14,12,13,106.938,13.742,1.8490027606959014,7.781836704991995,-1.325,1,14.047986344807033,71.18457944470164,0.0,0.0,0.0,0.0,52,ND3,2023-03-08
10,16,12,14,15.616,4.808,2.59993874779845,3.247920133111481,-1.25,2,8.602407482174382,116.24652773914352,0.0,0.0,0.0,0.0,57,ND3,2023-03-08
12,15,13,14,95.991,11.64,1.779059210572197,8.246649484536082,-1.175,1,14.150445917058397,70.66915105441996,0.0,0.0,0.0,0.0,58,ND3,2023-03-08
13,16,14,15,18.071,2.547,1.2999693738992246,7.095013741656851,-1.0250000000000001,1,9.276976307746617,107.79374300707906,0.0,0.0,0.0,0.0,63,ND3,2023-03-08
2,5,3,4,38.233,27.198,1.88422622179055,1.4057283623795866,-2.675,1,2.6406009467020155,378.7016744233741,-8.461416804119692,288.62795787522805,-76.21512588099966,320.4352711714202,2,ND3,2023-04-16
1,7,3,5,24.06,28.309,3.7564016479116678,0.8499063901939312,-2.6,2,3.1880710710534426,313.66929334783225,-7.193842519663974,217.347936859746,-69.29206698557063,225.64874995985883,4,ND3,2023-04-16
3,6,4,5,38.292,23.318,1.8840176612835497,1.6421648511879234,-2.5249999999999995,1,3.083591885950777,324.2971304199245,-8.743228470612827,239.7435505183727,-73.92712670874842,283.54039036255256,5,ND3,2023-04-16
2,8,4,6,24.753,26.712,3.7522722974394527,0.9266621743036838,-2.4499999999999997,2,3.466586545547918,288.46820549865805,-8.069621385873068,201.78460843238847,-69.9503808690373,232.78292002363975,7,ND3,2023-04-16
4,7,5,6,32.301,20.286,1.883721200271019,1.5922803904170364,-2.375,1,2.9848728110360394,335.0226503128297,-10.552449539126595,261.1527982007548,-77.95078868754145,353.530961189059,8,ND3,2023-04-16
1,10,4,7,19.959,26.664,5.5470082820877025,0.7485373537353734,-2.3749999999999996,3,4.153338831642982,240.77014675068517,-5.305935840159645,135.05379589971312,-56.09241748710642,127.75109508849579,11,ND3,2023-04-16
3,9,5,7,18.993,20.22,3.74626054952539,0.9393175074183976,-2.3000000000000003,2,3.5223128945593665,283.9043633927638,-8.248478584053597,198.94830909370003,-70.0758194471522,234.1779061364582,12,ND3,2023-04-16
5,8,6,7,49.307,23.597,1.883285077845799,2.0895452811798108,-2.2249999999999996,1,3.9602546057859485,252.50901761189692,-10.458009462452244,183.15254062775796,-72.53306925824765,264.0741695539738,13,ND3,2023-04-16
2,11,5,8,17.12,23.058,5.506705589363202,0.7424754965738573,-2.225,3,4.091218645082082,244.4259490267201,-5.957205658414261,144.90785844887193,-59.28497323049401,145.60956466052525,16,ND3,2023-04-16
4,10,6,8,19.902,18.396,3.737150449844826,1.0818656229615133,-2.15,2,4.044790557183329,247.23158983449815,-7.754620016878367,162.48159374585697,-65.72040160993402,191.71870353352617,17,ND3,2023-04-16
6,9,7,8,43.905,22.159,1.882616083862525,1.9813619748183584,-2.0749999999999997,1,3.70167098353858,270.14826667389514,-12.592348771487053,208.77605680581974,-77.28202715357051,340.1801193970381,18,ND3,2023-04-16
1,13,5,9,15.216,23.796,6.940741393216954,0.6394351991931417,-2.1500000000000004,4,4.459884789146104,224.221038721375,-4.4917498890684495,112.50959875011662,-50.17798480985767,100.71448258035487,20,ND3,2023-04-16
3,12,6,9,15.871,18.084,5.443253015796695,0.8776266312762664,-2.0749999999999997,3,4.777422039254174,209.31791074420437,-5.682134022498979,113.71155861070976,-54.324810622474764,118.93724221580482,22,ND3,2023-04-16
5,11,7,9,28.073,20.125,3.72263957071142,1.3949316770186335,-2.0,2,5.197164572809883,192.41260998963193,-7.124985818460227,111.25794394136885,-57.82258446957501,137.0937117469046,23,ND3,2023-04-16
7,10,8,9,62.717,19.978,1.8815348960355187,3.1393032335569124,-1.925,1,5.9170476695812,169.00320156974135,-8.446010277268805,99.38014471788813,-58.803705370562255,142.74027773493665,24,ND3,2023-04-16
2,14,6,10,15.798,24.402,6.652784442896036,0.6474059503319399,-1.9999999999999998,4,4.308938019748149,232.07574474660197,-4.340885190523187,116.46644549381053,-50.18466950132057,100.74141634501636,27,ND3,2023-04-16
4,13,7,10,15.298,15.827,5.33717763171659,0.9665761041258609,-1.9249999999999998,3,5.1489884194003315,194.21290524410682,-4.86913493908919,94.39381096707503,-48.60326395325333,94.56488425460986,29,ND3,2023-04-16
6,12,8,10,27.853,17.195,3.6980055213917984,1.6198313463216052,-1.85,2,5.998367153058671,166.71203587297634,-6.216759777580269,84.84632905893403,-50.89394332847172,103.64086790536385,30,ND3,2023-04-16
8,11,9,10,61.404,19.937,1.8796664873194247,3.0799016903245224,-1.7750000000000001,1,5.799216559463048,172.43708520734918,-8.154158914983261,100.76983868113317,-58.438611717404754,140.60793956172344,31,ND3,2023-04-16
3,15,7,11,15.318,20.586,6.148619559249876,0.7440979306324687,-1.8499999999999999,4,4.5743385187552335,218.6108430541165,-3.9255075108873285,100.9616531143721,-46.183277875827656,85.81585063703453,34,ND3,2023-04-16
5,14,8,11,19.934,16.881,5.1456240914694025,1.1808542147977017,-1.775,3,6.081973303196497,164.42032053551287,-3.9139862974047634,64.37990021009962,-39.15568343402804,64.35388815908964,36,ND3,2023-04-16
7,13,9,11,30.886,14.808,3.6525091059037025,2.085764451647758,-1.7000000000000002,2,7.629071677903589,131.07754681298164,-4.357308749966961,47.64952565032813,-36.352164660445894,57.11453416524088,37,ND3,2023-04-16
9,12,10,11,71.067,15.101,1.8761361487197266,4.706112178001456,-1.625,1,8.846575165393931,113.03809455118903,-4.372312841188558,37.388766143077916,-33.07625300260746,49.42379123496501,38,ND3,2023-04-16
4,16,8,12,16.357,17.002,5.199877495596897,0.9620632866721562,-1.7,4,4.96123541164614,201.56269901093034,-2.934132281377874,74.90615318804811,-37.162705974673464,59.14116218896227,41,ND3,2023-04-16
6,15,9,12,22.712,16.342,4.763257097143395,1.3897931709705056,-1.625,3,6.621678779666126,151.0191045616413,-3.4210314500064447,51.44439045255926,-34.06482285925701,51.664110625718685,43,ND3,2023-04-16
8,14,10,12,42.08,16.665,3.558118421144393,2.525052505250525,-1.55,2,8.993632909527106,111.18977281590882,-3.0992462411499346,28.496479718374374,-25.62868778008435,34.46044854540206,44,ND3,2023-04-16
10,13,11,12,86.09,13.847,1.8685752249224108,6.217231169206327,-1.475,1,11.592647725721134,86.26157057988182,-2.001947086584547,12.70292364655721,-14.726051892127053,17.26910999066018,45,ND3,2023-04-16
9,15,11,13,39.566,14.458,3.3263922214480157,2.7366164061419287,-1.4000000000000001,2,9.111268901382003,109.75419678902456,-3.2325666124326187,28.74209978879732,-26.18769999660873,35.47877521145601,51,ND3,2023-04-16
11,14,12,13,90.967,14.69,1.8490027606959014,6.1924438393464944,-1.325,1,11.486220044546723,87.06084300333136,-2.5617663002603095,15.876263558629716,-18.23582567196394,22.302953367818777,52,ND3,2023-04-16
10,16,12,14,4107.532,1388.311,2.59993874779845,2.9586540767882705,-1.25,2,7.51378963350905,133.08863420135245,-1.088617848665332,16.842106462208932,-12.654804494220127,14.488266264608363,57,ND3,2023-04-16
12,15,13,14,84.201,11.993,1.779059210572197,7.0208454932043685,-1.175,1,12.477842579348648,80.14205930559197,-1.6726033377097487,9.472908251172015,-11.820145792673722,13.404587588546585,58,ND3,2023-04-16
13,16,14,15,10.156,2.615,1.2999693738992246,3.8837476099426387,-1.0250000000000001,1,6.668663312843221,149.9550889117604,-2.608312994903396,42.161345904681355,-28.115982065464134,39.11298070604388,63,ND3,2023-04-16
1,4,2,3,50.407,46.459,1.8843772118804263,1.0849781527798703,-2.825,1,2.040232946624666,490.14010956659956,-9.837019567540777,405.9455537290987,-82.82234932539006,482.15178486432205,1,ND3,2023-05-17
2,5,3,4,48.874,47.068,1.88422622179055,1.03837001784652,-2.675,1,1.954627349163833,511.60647088448263,-9.147390401657875,421.5327543363366,-82.3939450194163,467.98641211947756,3,ND3,2023-05-17
1,7,3,5,22.852,44.362,3.7564016479116678,0.5151255579099229,-2.6,2,1.933448964625171,517.2104453214081,-8.448464626092246,420.8890888333218,-81.37675730268175,436.9634151543334,5,ND3,2023-05-17
3,6,4,5,53.084,46.77,1.8840176612835497,1.135001069061364,-2.5249999999999995,1,2.1506658217544774,464.9722843431885,-9.676154534809127,380.4187044416367,-81.81535055987462,449.91436777079025,6,ND3,2023-05-17
2,8,4,6,26.299,41.403,3.7522722974394527,0.6351955172330508,-2.4499999999999997,2,2.3812604177984658,419.945669329407,-9.15494751362252,333.2620722631374,-79.35837814337012,384.4580561283799,8,ND3,2023-05-17
4,7,5,6,50.877,40.214,1.883721200271019,1.2651564131894366,-2.375,1,2.3781671788842624,420.49188504449825,-11.159155171278371,346.62203293242334,-82.43251421980291,469.2334193474903,9,ND3,2023-05-17
1,10,4,7,20.868,44.601,5.5470082820877025,0.46788188605636644,-2.3749999999999996,3,2.592464368168082,385.7333633120026,-6.866810303634544,280.01701246103056,-72.59341272860993,264.8757833646467,12,ND3,2023-05-17
3,9,5,7,27.364,40.815,3.74626054952539,0.6704397892931521,-2.3000000000000003,2,2.514322569161522,397.72144285109795,-9.256468909451442,312.7653885520342,-78.63930752889523,368.1496170373357,13,ND3,2023-05-17
5,8,6,7,58.641,44.055,1.883285077845799,1.3310861423220974,-2.2249999999999996,1,2.520421540774893,396.75902773492174,-11.8978425274633,327.4025507507828,-82.51924414169181,472.0576433339542,14,ND3,2023-05-17
2,11,5,8,18.459,35.952,5.506705589363202,0.5134345794392523,-2.225,3,2.828249269272438,353.57562392555593,-7.220175034223905,254.05753334770776,-71.85380330438126,255.28778925774395,17,ND3,2023-05-17
4,10,6,8,26.712,40.556,3.737150449844826,0.6586448367689122,-2.15,2,2.4611630378986527,406.3119690168119,-9.338247536163044,321.5619729281707,-79.14164421645809,379.42417435847983,18,ND3,2023-05-17
6,9,7,8,54.737,42.606,1.882616083862525,1.284725156081303,-2.0749999999999997,1,2.4191823935184624,413.36279673629673,-13.874837361507172,351.9905868682213,-85.15294304358319,573.5341576013865,19,ND3,2023-05-17
1,13,5,9,15.174,35.274,6.940741393216954,0.4301751998639224,-2.1500000000000004,4,2.99758339165543,333.6020618421378,-5.954051286559123,221.89062187087941,-66.51356428842432,198.62837855099568,21,ND3,2023-05-17
3,12,6,9,17.416,31.474,5.443253015796695,0.5533456186058334,-2.0749999999999997,3,3.0120794999068563,331.9965492381338,-7.447476561846297,236.39019710463918,-71.20260666778248,247.25365190648515,23,ND3,2023-05-17
5,11,7,9,30.149,37.94,3.72263957071142,0.794649446494465,-2.0,2,2.9594187936316896,337.9041865084721,-9.36273159763842,256.749520460209,-75.98293561058667,316.3706203997177,24,ND3,2023-05-17
7,10,8,9,65.645,40.041,1.8815348960355187,1.6394445693164508,-1.925,1,3.0659532228169413,326.16283658796937,-11.297104724033062,256.53977973611615,-78.65389644626934,368.46957220219724,25,ND3,2023-05-17
2,14,6,10,14.713,32.775,6.652784442896036,0.44890922959572843,-1.9999999999999998,4,2.980608258653292,335.5019892657156,-5.669214951618044,219.89269001292416,-65.541396787001,190.20328938427912,28,ND3,2023-05-17
4,13,7,10,15.995,27.461,5.33717763171659,0.5824624012235534,-1.9249999999999998,3,3.099485666443447,322.6341747040455,-6.918637692046074,222.8150804270137,-69.06121480509728,223.21889618495874,30,ND3,2023-05-17
6,12,8,10,30.616,32.396,3.6980055213917984,0.945054945054945,-1.85,2,3.481793383303354,287.20831189909643,-8.733333547335587,205.34260508505412,-71.49605236954153,250.8285985382001,31,ND3,2023-05-17
8,11,9,10,62.38,35.034,1.8796664873194247,1.7805560312838957,-1.7750000000000001,1,3.3338797098739406,299.9508341702621,-10.619495764572369,228.2835876440461,-76.10700209437148,318.53266130510474,32,ND3,2023-05-17
3,15,7,11,15.006,30.144,6.148619559249876,0.49781050955414013,-1.8499999999999999,4,3.057495166269521,327.06511232856974,-5.442350863373041,209.41592238882535,-64.02881704437068,178.0003096460592,35,ND3,2023-05-17
5,14,8,11,16.096,23.376,5.1456240914694025,0.6885694729637234,-1.775,3,3.5406894472099304,282.4308697245396,-6.45527015339133,182.39044939912634,-64.57879394593635,182.31675637291752,37,ND3,2023-05-17
7,13,9,11,24.843,22.879,3.6525091059037025,1.0858429127147164,-1.7000000000000002,2,3.964382015099087,252.24612466490711,-8.021998412771463,168.81810350225362,-66.92594533474704,202.35180116896373,38,ND3,2023-05-17
9,12,10,11,72.267,30.156,1.8761361487197266,2.3964385196975724,-1.625,1,4.509541655415608,221.75202635041148,-8.709346351166882,146.10269794230038,-65.88562023394077,193.13152015588187,39,ND3,2023-05-17
4,16,8,12,15.254,22.7,5.199877495596897,0.6719823788546255,-1.7,4,3.4994214759092954,285.7615199781439,-4.395946217114718,159.10497415526166,-55.67753634829161,125.61922727448736,42,ND3,2023-05-17
6,15,9,12,16.433,18.29,4.763257097143395,0.8984691088026244,-1.625,3,4.282867233318432,233.48844256028562,-5.759842996354139,133.91372845120355,-57.35347196751619,134.48567706104967,44,ND3,2023-05-17
8,14,10,12,26.712,17.942,3.558118421144393,1.4887972355367294,-1.55,2,5.31187670070367,188.25738177761713,-6.7810024499733705,105.56408868008268,-56.07434230907471,127.65737670595941,45,ND3,2023-05-17
10,13,11,12,80.6,23.647,1.8685752249224108,3.4084661902144036,-1.475,1,6.4027654274594,156.1825138418037,-7.191829384846281,82.6238669084791,-52.90212385246168,112.32379924466451,46,ND3,2023-05-17
7,16,10,13,16.443,14.467,3.899908121697674,1.1365867145918298,-1.475,3,4.434258920073823,225.51682660500836,-4.005585219756163,107.03122622754167,-47.460416962591594,90.33268674553352,51,ND3,2023-05-17
9,15,11,13,29.64,16.915,3.3263922214480157,1.752290866095182,-1.4000000000000001,2,5.828151500365991,171.58098926172437,-6.51568401344863,90.56889226149713,-52.78492253203304,111.79675087443184,52,ND3,2023-05-17
11,14,12,13,69.724,17.396,1.8490027606959014,4.008047827086687,-1.325,1,7.393566518827731,135.2527224112339,-6.654419825979302,64.06814296653225,-47.36920767608213,90.00283975309897,53,ND3,2023-05-17
10,16,12,14,22.258,11.389,2.59993874779845,1.9543419088594258,-1.25,2,5.078544497628558,196.90681069486604,-3.523862984545824,80.66028295572252,-40.96368361819472,69.38726216126102,58,ND3,2023-05-17
12,15,13,14,66.277,15.535,1.779059210572197,4.266301898937882,-1.175,1,7.597777422785267,131.61743814724838,-6.55266849427313,60.94828709282842,-46.30715196313264,86.2445440244417,59,ND3,2023-05-17
13,16,14,15,46.07,9.151,1.2999693738992246,5.034422467489892,-1.0250000000000001,1,6.541731226463848,152.86473341408632,-2.735245081282769,45.07099040700726,-29.484230535317185,41.81225101724814,64,ND3,2023-05-17
1,4,2,3,49.936,46.15,1.8843772118804263,1.0820368364030337,-2.825,1,2.0338664047076946,491.6743782607093,-9.843386109457748,407.4798224232085,-82.87595214228209,483.9740745347741,1,ND3,2023-06-07
2,5,3,4,47.825,46.494,1.88422622179055,1.0286273497655611,-2.675,1,1.9360883056610807,516.505366555865,-9.165929445160627,426.43165000771893,-82.56093307437035,473.4251747897885,3,ND3,2023-06-07
1,7,3,5,22.932,44.633,3.7564016479116678,0.5137902448860708,-2.6,2,1.9284905304508149,518.5402698172619,-8.453423060266601,422.2189133291756,-81.42451761325485,438.3440274550108,5,ND3,2023-06-07
3,6,4,5,52.861,46.852,1.8840176612835497,1.1282549304191924,-2.5249999999999995,1,2.1382605707349933,467.66984982389954,-9.688559785828613,383.1162699223478,-81.92024139820211,453.104730004834,6,ND3,2023-06-07
2,8,4,6,26.009,41.113,3.7522722974394527,0.6326222849220441,-2.4499999999999997,2,2.3739352068193633,421.24148844812663,-9.162272724601623,334.5578913818571,-79.4218757070639,385.952940007886,8,ND3,2023-06-07
4,7,5,6,51.128,41.121,1.883721200271019,1.2433549767758565,-2.375,1,2.339730155739518,427.3997142563349,-11.197592194423116,353.52986214426,-82.71644794133599,478.5847704255406,9,ND3,2023-06-07
1,10,4,7,20.846,44.898,5.5470082820877025,0.46429685063922665,-2.3749999999999996,3,2.5732727835335405,388.610180156194,-6.886001888269086,282.89382930522197,-72.79629915807108,267.59704343561424,12,ND3,2023-06-07
3,9,5,7,27.809,41.97,3.74626054952539,0.6625923278532285,-2.3000000000000003,2,2.4841235291658466,402.5564704247191,-9.286667949447118,317.60041612565533,-78.89586665706045,373.8408271735795,13,ND3,2023-06-07
5,8,6,7,56.896,43.427,1.883285077845799,1.3101526699979276,-2.2249999999999996,1,2.4789448058657766,403.39744460375266,-11.939319262372416,334.0409676196137,-82.80691216270195,481.6290880749394,14,ND3,2023-06-07
2,11,5,8,18.888,37.251,5.506705589363202,0.5070467906901829,-2.225,3,2.7935153819328704,357.97189679624626,-7.254908921563473,258.4538062183981,-72.19946831901925,259.70535077360853,17,ND3,2023-06-07
4,10,6,8,26.982,41.456,3.737150449844826,0.6508587417985333,-2.15,2,2.4309623587900067,411.3597219570864,-9.36844821527169,326.6097258684452,-79.3975949600913,385.38022530035244,18,ND3,2023-06-07
6,9,7,8,55.548,44.143,1.882616083862525,1.2583648596606483,-2.0749999999999997,1,2.362695042534409,423.2454811126716,-13.931324712491225,361.8732712445962,-85.4996183995317,589.63702304752,19,ND3,2023-06-07
1,13,5,9,15.629,36.175,6.940741393216954,0.4320387007601935,-2.1500000000000004,4,3.005506129005283,332.72266203328786,-5.94612854920927,221.01122206202947,-66.42505824863771,197.84117196850406,21,ND3,2023-06-07
